Territorio,Año,Fuente_Renta,Fuente_Renta_Code,Porcentaje
Vallehermoso,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.4
Vallehermoso,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Vallehermoso,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5
Vallehermoso,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1
Vallehermoso,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.1
Vallehermoso,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.8
Vallehermoso,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
Vallehermoso,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
La Palma,2015,Sueldos y salarios,SUELDOS_SALARIOS,57.3
La Palma,2016,Sueldos y salarios,SUELDOS_SALARIOS,57.6
La Palma,2017,Sueldos y salarios,SUELDOS_SALARIOS,57.2
La Palma,2018,Sueldos y salarios,SUELDOS_SALARIOS,57.1
La Palma,2019,Sueldos y salarios,SUELDOS_SALARIOS,58.1
La Palma,2020,Sueldos y salarios,SUELDOS_SALARIOS,55.2
La Palma,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.7
La Palma,2022,Sueldos y salarios,SUELDOS_SALARIOS,57.6
La Palma,2023,Sueldos y salarios,SUELDOS_SALARIOS,57.3
La Palma,2015,Otros ingresos,OTROS_INGRESOS,13.6
La Palma,2016,Otros ingresos,OTROS_INGRESOS,14.3
La Palma,2017,Otros ingresos,OTROS_INGRESOS,15.5
La Palma,2018,Otros ingresos,OTROS_INGRESOS,16.2
La Palma,2019,Otros ingresos,OTROS_INGRESOS,15.3
La Palma,2020,Otros ingresos,OTROS_INGRESOS,14.3
La Palma,2021,Otros ingresos,OTROS_INGRESOS,14.6
La Palma,2022,Otros ingresos,OTROS_INGRESOS,14.5
La Palma,2023,Otros ingresos,OTROS_INGRESOS,15.7
La Palma,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.9
La Palma,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.8
La Palma,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.2
La Palma,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.3
La Palma,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.2
La Palma,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.7
La Palma,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.1
La Palma,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.9
La Palma,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.0
La Palma,2015,Pensiones,PENSIONES,22.3
La Palma,2016,Pensiones,PENSIONES,21.7
La Palma,2017,Pensiones,PENSIONES,21.0
La Palma,2018,Pensiones,PENSIONES,20.5
La Palma,2019,Pensiones,PENSIONES,20.5
La Palma,2020,Pensiones,PENSIONES,20.9
La Palma,2021,Pensiones,PENSIONES,20.2
La Palma,2022,Pensiones,PENSIONES,19.8
La Palma,2023,Pensiones,PENSIONES,20.1
La Palma,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
La Palma,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
La Palma,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
La Palma,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
La Palma,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
La Palma,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.9
La Palma,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3
La Palma,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3
La Palma,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9
Barlovento,2015,Sueldos y salarios,SUELDOS_SALARIOS,49.8
Barlovento,2016,Sueldos y salarios,SUELDOS_SALARIOS,50.4
Barlovento,2017,Sueldos y salarios,SUELDOS_SALARIOS,50.8
Barlovento,2018,Sueldos y salarios,SUELDOS_SALARIOS,48.4
Barlovento,2019,Sueldos y salarios,SUELDOS_SALARIOS,50.3
Barlovento,2020,Sueldos y salarios,SUELDOS_SALARIOS,47.5
Barlovento,2021,Sueldos y salarios,SUELDOS_SALARIOS,48.2
Barlovento,2022,Sueldos y salarios,SUELDOS_SALARIOS,51.4
Barlovento,2023,Sueldos y salarios,SUELDOS_SALARIOS,49.9
Barlovento,2015,Otros ingresos,OTROS_INGRESOS,15.2
Barlovento,2016,Otros ingresos,OTROS_INGRESOS,15.1
Barlovento,2017,Otros ingresos,OTROS_INGRESOS,16.0
Barlovento,2018,Otros ingresos,OTROS_INGRESOS,20.2
Barlovento,2019,Otros ingresos,OTROS_INGRESOS,17.9
Barlovento,2020,Otros ingresos,OTROS_INGRESOS,18.4
Barlovento,2021,Otros ingresos,OTROS_INGRESOS,19.9
Barlovento,2022,Otros ingresos,OTROS_INGRESOS,18.8
Barlovento,2023,Otros ingresos,OTROS_INGRESOS,21.0
Barlovento,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Barlovento,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Barlovento,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.4
Barlovento,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Barlovento,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.6
Barlovento,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Barlovento,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Barlovento,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9
Barlovento,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Barlovento,2015,Pensiones,PENSIONES,27.4
Barlovento,2016,Pensiones,PENSIONES,27.8
Barlovento,2017,Pensiones,PENSIONES,26.8
Barlovento,2018,Pensiones,PENSIONES,24.9
Barlovento,2019,Pensiones,PENSIONES,25.1
Barlovento,2020,Pensiones,PENSIONES,24.5
Barlovento,2021,Pensiones,PENSIONES,24.1
Barlovento,2022,Pensiones,PENSIONES,23.4
Barlovento,2023,Pensiones,PENSIONES,23.0
Barlovento,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1
Barlovento,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Barlovento,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
Barlovento,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Barlovento,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Barlovento,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7
Barlovento,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2
Barlovento,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5
Barlovento,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5
Breña Alta,2015,Sueldos y salarios,SUELDOS_SALARIOS,64.2
Breña Alta,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5
Breña Alta,2017,Sueldos y salarios,SUELDOS_SALARIOS,64.3
Breña Alta,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.7
Breña Alta,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.0
Breña Alta,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.9
Breña Alta,2021,Sueldos y salarios,SUELDOS_SALARIOS,63.2
Breña Alta,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.6
Breña Alta,2023,Sueldos y salarios,SUELDOS_SALARIOS,63.2
Breña Alta,2015,Otros ingresos,OTROS_INGRESOS,11.1
Breña Alta,2016,Otros ingresos,OTROS_INGRESOS,11.6
Breña Alta,2017,Otros ingresos,OTROS_INGRESOS,12.6
Breña Alta,2018,Otros ingresos,OTROS_INGRESOS,11.9
Breña Alta,2019,Otros ingresos,OTROS_INGRESOS,12.4
Breña Alta,2020,Otros ingresos,OTROS_INGRESOS,12.7
Breña Alta,2021,Otros ingresos,OTROS_INGRESOS,12.3
Breña Alta,2022,Otros ingresos,OTROS_INGRESOS,12.8
Breña Alta,2023,Otros ingresos,OTROS_INGRESOS,14.1
Breña Alta,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.0
Breña Alta,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.1
Breña Alta,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Breña Alta,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.7
Breña Alta,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.7
Breña Alta,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.1
Breña Alta,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.3
Breña Alta,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Breña Alta,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.1
Breña Alta,2015,Pensiones,PENSIONES,18.8
Breña Alta,2016,Pensiones,PENSIONES,18.4
Breña Alta,2017,Pensiones,PENSIONES,17.9
Breña Alta,2018,Pensiones,PENSIONES,18.1
Breña Alta,2019,Pensiones,PENSIONES,17.2
Breña Alta,2020,Pensiones,PENSIONES,17.7
Breña Alta,2021,Pensiones,PENSIONES,17.5
Breña Alta,2022,Pensiones,PENSIONES,17.3
Breña Alta,2023,Pensiones,PENSIONES,17.5
Breña Alta,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
Breña Alta,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
Breña Alta,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8
Breña Alta,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6
Breña Alta,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7
Breña Alta,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7
Breña Alta,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Breña Alta,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2
Breña Alta,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2
Breña Baja,2015,Sueldos y salarios,SUELDOS_SALARIOS,68.2
Breña Baja,2016,Sueldos y salarios,SUELDOS_SALARIOS,68.3
Breña Baja,2017,Sueldos y salarios,SUELDOS_SALARIOS,66.9
Breña Baja,2018,Sueldos y salarios,SUELDOS_SALARIOS,67.5
Breña Baja,2019,Sueldos y salarios,SUELDOS_SALARIOS,67.1
Breña Baja,2020,Sueldos y salarios,SUELDOS_SALARIOS,64.8
Breña Baja,2021,Sueldos y salarios,SUELDOS_SALARIOS,66.3
Breña Baja,2022,Sueldos y salarios,SUELDOS_SALARIOS,67.1
Breña Baja,2023,Sueldos y salarios,SUELDOS_SALARIOS,66.2
Breña Baja,2015,Otros ingresos,OTROS_INGRESOS,10.3
Breña Baja,2016,Otros ingresos,OTROS_INGRESOS,10.8
Breña Baja,2017,Otros ingresos,OTROS_INGRESOS,12.5
Breña Baja,2018,Otros ingresos,OTROS_INGRESOS,12.1
Breña Baja,2019,Otros ingresos,OTROS_INGRESOS,11.9
Breña Baja,2020,Otros ingresos,OTROS_INGRESOS,10.0
Breña Baja,2021,Otros ingresos,OTROS_INGRESOS,11.2
Breña Baja,2022,Otros ingresos,OTROS_INGRESOS,12.3
Breña Baja,2023,Otros ingresos,OTROS_INGRESOS,13.3
Breña Baja,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Breña Baja,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.4
Breña Baja,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Breña Baja,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Breña Baja,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.9
Breña Baja,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.3
Breña Baja,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Breña Baja,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Breña Baja,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.1
Breña Baja,2015,Pensiones,PENSIONES,15.7
Breña Baja,2016,Pensiones,PENSIONES,15.5
Breña Baja,2017,Pensiones,PENSIONES,15.4
Breña Baja,2018,Pensiones,PENSIONES,15.1
Breña Baja,2019,Pensiones,PENSIONES,15.7
Breña Baja,2020,Pensiones,PENSIONES,16.4
Breña Baja,2021,Pensiones,PENSIONES,15.8
Breña Baja,2022,Pensiones,PENSIONES,15.5
Breña Baja,2023,Pensiones,PENSIONES,15.5
Breña Baja,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
Breña Baja,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
Breña Baja,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7
Breña Baja,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3
Breña Baja,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4
Breña Baja,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5
Breña Baja,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Breña Baja,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.9
Breña Baja,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.0
Fuencaliente De La Palma,2015,Sueldos y salarios,SUELDOS_SALARIOS,53.3
Fuencaliente De La Palma,2016,Sueldos y salarios,SUELDOS_SALARIOS,53.9
Fuencaliente De La Palma,2017,Sueldos y salarios,SUELDOS_SALARIOS,55.4
Fuencaliente De La Palma,2018,Sueldos y salarios,SUELDOS_SALARIOS,53.8
Fuencaliente De La Palma,2019,Sueldos y salarios,SUELDOS_SALARIOS,56.6
Fuencaliente De La Palma,2020,Sueldos y salarios,SUELDOS_SALARIOS,50.5
Fuencaliente De La Palma,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.7
Fuencaliente De La Palma,2022,Sueldos y salarios,SUELDOS_SALARIOS,57.0
Fuencaliente De La Palma,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.6
Fuencaliente De La Palma,2015,Otros ingresos,OTROS_INGRESOS,16.6
Fuencaliente De La Palma,2016,Otros ingresos,OTROS_INGRESOS,15.6
Fuencaliente De La Palma,2017,Otros ingresos,OTROS_INGRESOS,16.5
Fuencaliente De La Palma,2018,Otros ingresos,OTROS_INGRESOS,17.3
Fuencaliente De La Palma,2019,Otros ingresos,OTROS_INGRESOS,15.1
Fuencaliente De La Palma,2020,Otros ingresos,OTROS_INGRESOS,14.7
Fuencaliente De La Palma,2021,Otros ingresos,OTROS_INGRESOS,14.2
Fuencaliente De La Palma,2022,Otros ingresos,OTROS_INGRESOS,13.1
Fuencaliente De La Palma,2023,Otros ingresos,OTROS_INGRESOS,14.0
Fuencaliente De La Palma,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.8
Fuencaliente De La Palma,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.5
Fuencaliente De La Palma,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6
Fuencaliente De La Palma,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.2
Fuencaliente De La Palma,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Fuencaliente De La Palma,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Fuencaliente De La Palma,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.1
Fuencaliente De La Palma,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.4
Fuencaliente De La Palma,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Fuencaliente De La Palma,2015,Pensiones,PENSIONES,23.8
Fuencaliente De La Palma,2016,Pensiones,PENSIONES,24.9
Fuencaliente De La Palma,2017,Pensiones,PENSIONES,22.5
Fuencaliente De La Palma,2018,Pensiones,PENSIONES,22.5
Fuencaliente De La Palma,2019,Pensiones,PENSIONES,21.7
Fuencaliente De La Palma,2020,Pensiones,PENSIONES,22.5
Fuencaliente De La Palma,2021,Pensiones,PENSIONES,22.5
Fuencaliente De La Palma,2022,Pensiones,PENSIONES,22.0
Fuencaliente De La Palma,2023,Pensiones,PENSIONES,23.2
Fuencaliente De La Palma,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Fuencaliente De La Palma,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Fuencaliente De La Palma,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Fuencaliente De La Palma,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3
Fuencaliente De La Palma,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1
Fuencaliente De La Palma,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.1
Fuencaliente De La Palma,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5
Fuencaliente De La Palma,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Fuencaliente De La Palma,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0
Garafía,2015,Sueldos y salarios,SUELDOS_SALARIOS,40.8
Garafía,2016,Sueldos y salarios,SUELDOS_SALARIOS,41.4
Garafía,2017,Sueldos y salarios,SUELDOS_SALARIOS,42.9
Garafía,2018,Sueldos y salarios,SUELDOS_SALARIOS,43.5
Garafía,2019,Sueldos y salarios,SUELDOS_SALARIOS,45.0
Garafía,2020,Sueldos y salarios,SUELDOS_SALARIOS,46.3
Garafía,2021,Sueldos y salarios,SUELDOS_SALARIOS,48.5
Garafía,2022,Sueldos y salarios,SUELDOS_SALARIOS,49.1
Garafía,2023,Sueldos y salarios,SUELDOS_SALARIOS,46.3
Garafía,2015,Otros ingresos,OTROS_INGRESOS,12.3
Garafía,2016,Otros ingresos,OTROS_INGRESOS,13.6
Garafía,2017,Otros ingresos,OTROS_INGRESOS,13.6
Garafía,2018,Otros ingresos,OTROS_INGRESOS,15.2
Garafía,2019,Otros ingresos,OTROS_INGRESOS,14.5
Garafía,2020,Otros ingresos,OTROS_INGRESOS,11.2
Garafía,2021,Otros ingresos,OTROS_INGRESOS,12.4
Garafía,2022,Otros ingresos,OTROS_INGRESOS,13.5
Garafía,2023,Otros ingresos,OTROS_INGRESOS,15.6
Garafía,2015,Otras prestaciones,OTRAS_PRESTACIONES,4.0
Garafía,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.7
Garafía,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.0
Garafía,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Garafía,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4
Garafía,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Garafía,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3
Garafía,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.6
Garafía,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Garafía,2015,Pensiones,PENSIONES,38.1
Garafía,2016,Pensiones,PENSIONES,37.0
Garafía,2017,Pensiones,PENSIONES,35.3
Garafía,2018,Pensiones,PENSIONES,34.6
Garafía,2019,Pensiones,PENSIONES,33.6
Garafía,2020,Pensiones,PENSIONES,32.0
Garafía,2021,Pensiones,PENSIONES,30.2
Garafía,2022,Pensiones,PENSIONES,29.2
Garafía,2023,Pensiones,PENSIONES,30.2
Garafía,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8
Garafía,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3
Garafía,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2
Garafía,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7
Garafía,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
Garafía,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3
Garafía,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6
Garafía,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6
Garafía,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8
Los Llanos De Aridane,2015,Sueldos y salarios,SUELDOS_SALARIOS,55.7
Los Llanos De Aridane,2016,Sueldos y salarios,SUELDOS_SALARIOS,55.5
Los Llanos De Aridane,2017,Sueldos y salarios,SUELDOS_SALARIOS,55.5
Los Llanos De Aridane,2018,Sueldos y salarios,SUELDOS_SALARIOS,55.5
Los Llanos De Aridane,2019,Sueldos y salarios,SUELDOS_SALARIOS,56.3
Los Llanos De Aridane,2020,Sueldos y salarios,SUELDOS_SALARIOS,53.1
Los Llanos De Aridane,2021,Sueldos y salarios,SUELDOS_SALARIOS,54.5
Los Llanos De Aridane,2022,Sueldos y salarios,SUELDOS_SALARIOS,54.7
Los Llanos De Aridane,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.6
Los Llanos De Aridane,2015,Otros ingresos,OTROS_INGRESOS,16.6
Los Llanos De Aridane,2016,Otros ingresos,OTROS_INGRESOS,18.3
Los Llanos De Aridane,2017,Otros ingresos,OTROS_INGRESOS,19.1
Los Llanos De Aridane,2018,Otros ingresos,OTROS_INGRESOS,20.0
Los Llanos De Aridane,2019,Otros ingresos,OTROS_INGRESOS,19.0
Los Llanos De Aridane,2020,Otros ingresos,OTROS_INGRESOS,17.5
Los Llanos De Aridane,2021,Otros ingresos,OTROS_INGRESOS,16.9
Los Llanos De Aridane,2022,Otros ingresos,OTROS_INGRESOS,15.6
Los Llanos De Aridane,2023,Otros ingresos,OTROS_INGRESOS,17.7
Los Llanos De Aridane,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.9
Los Llanos De Aridane,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.0
Los Llanos De Aridane,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Los Llanos De Aridane,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Los Llanos De Aridane,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.5
Los Llanos De Aridane,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.2
Los Llanos De Aridane,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.4
Los Llanos De Aridane,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.4
Los Llanos De Aridane,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.0
Los Llanos De Aridane,2015,Pensiones,PENSIONES,20.2
Los Llanos De Aridane,2016,Pensiones,PENSIONES,19.3
Los Llanos De Aridane,2017,Pensiones,PENSIONES,18.6
Los Llanos De Aridane,2018,Pensiones,PENSIONES,17.8
Los Llanos De Aridane,2019,Pensiones,PENSIONES,18.0
Los Llanos De Aridane,2020,Pensiones,PENSIONES,18.7
Los Llanos De Aridane,2021,Pensiones,PENSIONES,18.1
Los Llanos De Aridane,2022,Pensiones,PENSIONES,17.5
Los Llanos De Aridane,2023,Pensiones,PENSIONES,17.7
Los Llanos De Aridane,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6
Los Llanos De Aridane,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
Los Llanos De Aridane,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3
Los Llanos De Aridane,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3
Los Llanos De Aridane,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
Los Llanos De Aridane,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.5
Los Llanos De Aridane,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.1
Los Llanos De Aridane,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8
Los Llanos De Aridane,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
El Paso,2015,Sueldos y salarios,SUELDOS_SALARIOS,54.8
El Paso,2016,Sueldos y salarios,SUELDOS_SALARIOS,54.3
El Paso,2017,Sueldos y salarios,SUELDOS_SALARIOS,52.6
El Paso,2018,Sueldos y salarios,SUELDOS_SALARIOS,53.4
El Paso,2019,Sueldos y salarios,SUELDOS_SALARIOS,53.9
El Paso,2020,Sueldos y salarios,SUELDOS_SALARIOS,52.2
El Paso,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.8
El Paso,2022,Sueldos y salarios,SUELDOS_SALARIOS,53.7
El Paso,2023,Sueldos y salarios,SUELDOS_SALARIOS,53.1
El Paso,2015,Otros ingresos,OTROS_INGRESOS,15.7
El Paso,2016,Otros ingresos,OTROS_INGRESOS,17.5
El Paso,2017,Otros ingresos,OTROS_INGRESOS,20.7
El Paso,2018,Otros ingresos,OTROS_INGRESOS,20.6
El Paso,2019,Otros ingresos,OTROS_INGRESOS,19.5
El Paso,2020,Otros ingresos,OTROS_INGRESOS,17.9
El Paso,2021,Otros ingresos,OTROS_INGRESOS,17.9
El Paso,2022,Otros ingresos,OTROS_INGRESOS,17.3
El Paso,2023,Otros ingresos,OTROS_INGRESOS,20.4
El Paso,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.0
El Paso,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.9
El Paso,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.4
El Paso,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.2
El Paso,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.2
El Paso,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.5
El Paso,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3
El Paso,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.0
El Paso,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.1
El Paso,2015,Pensiones,PENSIONES,22.0
El Paso,2016,Pensiones,PENSIONES,21.3
El Paso,2017,Pensiones,PENSIONES,19.9
El Paso,2018,Pensiones,PENSIONES,19.5
El Paso,2019,Pensiones,PENSIONES,20.2
El Paso,2020,Pensiones,PENSIONES,20.1
El Paso,2021,Pensiones,PENSIONES,19.1
El Paso,2022,Pensiones,PENSIONES,18.9
El Paso,2023,Pensiones,PENSIONES,19.0
El Paso,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6
El Paso,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0
El Paso,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
El Paso,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4
El Paso,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2
El Paso,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3
El Paso,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.0
El Paso,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2
El Paso,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5
Puntagorda,2015,Sueldos y salarios,SUELDOS_SALARIOS,53.3
Puntagorda,2016,Sueldos y salarios,SUELDOS_SALARIOS,54.5
Puntagorda,2017,Sueldos y salarios,SUELDOS_SALARIOS,53.5
Puntagorda,2018,Sueldos y salarios,SUELDOS_SALARIOS,52.9
Puntagorda,2019,Sueldos y salarios,SUELDOS_SALARIOS,55.8
Puntagorda,2020,Sueldos y salarios,SUELDOS_SALARIOS,52.1
Puntagorda,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.2
Puntagorda,2022,Sueldos y salarios,SUELDOS_SALARIOS,55.7
Puntagorda,2023,Sueldos y salarios,SUELDOS_SALARIOS,52.6
Puntagorda,2015,Otros ingresos,OTROS_INGRESOS,15.9
